teamID,Dec
1000000.0,在18赛季中击败所有KR联赛队。
1000001.0,在19春季击败所有KR联赛队。
1000002.0,在19季节击败所有KR联赛队。
1000003.0,击败所有多场19赛季Top10 Teams。
1000004.0,在20春季击败所有KR联赛队。
1000005.0,在20春季击败所有欧盟联赛队。
1000006.0,在20春季击败所有Na联赛队。
1000007.0,在20岁的夏季击败所有KR联赛队。
1000008.0,在20个夏季击败所有欧盟联赛队。
1000009.0,在20个夏季击败所有Na联赛队。
1000010.0,击败所有多赛量20赛季Top10 Teams。
1000011.0,在21春季击败所有KR联赛队。
1000012.0,在21季节击败所有欧盟联赛队。
1000013.0,在21春季击败所有Na联赛队。
1000014.0,击败所有多赛量21-1赛季Top10 Teams。
1000015.0,击败所有多赛量21-2赛季Top10 Teams。
1000016.0,在21春季击败所有CN联赛队。
1000017.0,在21季节赛季击败所有KR联赛队。
1000018.0,在21季节击败所有欧盟联赛队。
1000019.0,在21季节赛季击败所有Na联赛队。
1000020.0,在21季赛季中击败所有CN联赛队。
1000021.0,击败所有多赛量21-3赛季Top10 Teams。
1000022.0,击败所有多场比赛22-1赛季Top10球队。
